,folder,filename,entity,score,word,start,end
21,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.73260933,ZKD Tel,1713,1720
22,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.6847018,##ram,1722,1725
23,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.90328175,BASF Ludwig,1729,1740
24,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.6156688,##hein Bankver,1746,1758
25,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.4803603,##ng,1763,1765
26,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.79255176,Land,1767,1771
27,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.6890223,Z,1774,1775
28,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.6502692,##rah,1777,1780
29,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.75470847,J,1794,1795
30,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.6179627,St,1801,1803
31,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.6528429,##be,1805,1807
32,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.73340553,V,1809,1810
33,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.68508387,##itz,1813,1816
34,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.5672945,Nolf,1823,1827
35,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.61736524,Jentz,1832,1837
36,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.51845217,##l,1846,1847
37,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.73556405,V,1850,1851
38,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.6742825,##itz,1854,1857
39,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.8131666,Albrecht E,1864,1874
40,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.8645625,Max,1881,1884
41,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,PER,0.88767886,Dietrich,1885,1893
42,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.60190547,K,1894,1895
43,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.6977067,Ingo Pa,1900,1907
44,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.48595253,##ke,1910,1912
45,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.80818564,Hans,1914,1918
46,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.80875194,J,1919,1920
47,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.7862272,Q,1926,1927
48,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.72556245,##beck,1930,1934
49,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.6443935,##ger,1938,1941
50,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.5343739,Ein,1943,1946
51,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_1.txt,ORG,0.64739335,HRB,1962,1965
52,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,PER,0.99944013,Dietmar Nissen,4,18
53,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,ORG,0.6943488,BASF Aktiengesellschaft,19,42
54,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,ORG,0.73858464,Telef,45,50
55,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,PER,0.93863297,Gru,97,100
56,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,ORG,0.88969773,##bbs Chemistry Department California Inst. of Technology,100,155
57,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,LOC,0.9973369,Pasadena,156,164
58,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,LOC,0.8560786,Ca,166,168
59,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,LOC,0.9965693,USA,176,179
60,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,PER,0.93206483,Grubbs,195,201
61,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,ORG,0.99888253,BASF,250,254
62,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,PER,0.97759616,Lukas Häußling,291,305
63,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,PER,0.99897593,Wolfang Müller,310,324
64,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,LOC,0.9994031,L,407,408
65,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,LOC,0.9991854,A,409,410
66,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,LOC,0.9992173,L,577,578
67,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,LOC,0.9990773,A,579,580
68,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,LOC,0.9987633,Pasadena,640,648
69,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,ORG,0.63466567,D,829,830
70,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,ORG,0.5354229,##S,835,836
71,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_10.txt,ORG,0.78864276,BASF,843,847
72,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,ORG,0.92404,BASF Aktiengesellschaft Kunststofflaboratorium,48,94
73,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,LOC,0.92821026,Ludwigshafen,103,115
74,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,ORG,0.97783136,Telex,141,146
75,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,ORG,0.99708176,BAS AG,166,172
76,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,LOC,0.75096875,Ludwigshafen,173,185
77,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,LOC,0.64682764,ZKS,187,190
78,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,ORG,0.9867077,Telefon,200,207
79,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,ORG,0.87063766,Do,224,226
80,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,ORG,0.9110958,Wolfgan y Hiller R,228,247
81,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,ORG,0.93434846,Grubbs Division of Chemistug and Chem. Engineering ColTech,249,307
82,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,LOC,0.98932964,Pasadena,309,317
83,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,LOC,0.88788104,CA,319,321
84,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,PER,0.9829579,De,356,358
85,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,PER,0.9975714,Bob,360,363
86,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,ORG,0.99723125,BASF,452,456
87,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,LOC,0.99450845,Ludwigshafen,460,472
88,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,PER,0.9933881,Ley,510,513
89,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,ORG,0.99197555,ZKD,515,518
90,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,PER,0.89833033,Wolfgang. Mueller,586,603
91,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,ORG,0.9803134,BASF,620,624
92,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,ORG,0.92476225,AG,625,627
93,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,LOC,0.5696103,DE,629,631
94,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_11.txt,PER,0.89302194,Petenschwah,667,678
95,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,ORG,0.9194267,CALIFORNIA,0,10
96,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,ORG,0.9086823,TECHNOLOGY Division of Chemistry and Chemical Engineering,24,81
97,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,LOC,0.9918538,Pasadena,82,90
98,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,LOC,0.9974005,California,92,102
99,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,PER,0.94141585,Robert H,109,117
100,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,PER,0.71386105,Grubbs,119,125
101,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,ORG,0.9632386,Chemistry,139,148
102,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,PER,0.5546603,Arnold,149,155
103,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,ORG,0.97372687,and Mabel Beckman Laboratories of Chemical Synthesis,156,208
104,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,ORG,0.8097997,R,249,250
105,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,PER,0.88453895,Muller,338,344
106,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,ORG,0.93254924,BASF Aktiengesellschaft,350,373
107,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,ORG,0.99917054,Bank of America,484,499
108,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,LOC,0.6268048,S,504,505
109,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,LOC,0.8675536,Flower,507,513
110,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,LOC,0.9950825,Los Angeles,521,532
111,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,LOC,0.477604,CA,534,536
112,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_12.txt,MISC,0.52928245,Number,584,590
113,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,ORG,0.9171519,CALIFORNIA,0,10
114,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,ORG,0.88243306,TECHNOLOGY Division of Chemistry & Chemical Engineering,24,79
115,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,LOC,0.9969215,Pasadena,88,96
116,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,LOC,0.9991295,California,98,108
117,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,ORG,0.49172202,##CSIMIL,117,123
118,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,PER,0.8092417,Dr Evertz,206,215
119,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,ORG,0.98653376,BASF,218,222
120,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,ORG,0.89376986,BASF,255,259
121,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,PER,0.87510264,Robert H. Gru,274,287
122,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,LOC,0.9988469,Marburg,349,356
123,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,ORG,0.59776086,C,442,443
124,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,PER,0.9794627,Matthias Seefeld,488,504
125,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,PER,0.99933475,Hans Albers,516,527
126,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,PER,0.86644,Jurgen Strube,543,556
127,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,PER,0.9996701,Dietmar Werner,558,572
128,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,ORG,0.6571683,Amtsgerich,593,603
129,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,ORG,0.54308766,Ludwig,605,611
130,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_13.txt,LOC,0.8604194,##shafen,611,617
131,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,ORG,0.74815327,##gesellschaft BASF AS,6,26
132,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,ORG,0.6388391,##ienges,30,36
133,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,ORG,0.55064976,##schaft,39,45
134,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,ORG,0.5681961,Ludwig,55,61
135,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,LOC,0.88235545,##shafen,61,67
136,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,PER,0.9986197,R,78,79
137,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,PER,0.97478884,H. Grubbs,81,90
138,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,ORG,0.9858942,California Institute of Technology Arnold and Mabel Beckman Laboratory,91,161
139,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,LOC,0.9772396,Pasadena,162,170
140,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,LOC,0.9643211,CA,172,174
141,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,LOC,0.99725527,USA,181,184
142,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,ORG,0.68560153,Evertz,208,214
143,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,ORG,0.92175245,Telex,234,239
144,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,ORG,0.6985833,Telefax,247,254
145,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,PER,0.9722398,Grubbs,303,309
146,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,ORG,0.9988085,Caltech,351,358
147,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,ORG,0.9990344,BASF,372,376
148,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,LOC,0.87940174,Ludwigshafen,378,390
149,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,ORG,0.9987364,Caltech,435,442
150,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,ORG,0.99634707,BASF,534,538
151,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,PER,0.69309855,Schweier,900,908
152,/mnt/c/Users/sdavison/temp/Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BAS_F,BAS_F_14.txt,PER,0.8397683,Evertz,933,939
