,folder,filename,entity,score,word,start,end
31,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.4996572,##t,172,173
32,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.619728,Ed,175,177
33,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.67713046,En,179,181
34,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.9993154,V,356,357
35,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.69555223,.,357,358
36,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.99452645,M,359,360
37,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.99957246,Marx,362,366
38,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.99922466,M,368,369
39,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.881098,.,369,370
40,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9665023,B,371,372
41,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.6335448,.,372,373
42,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.99950564,Herbert,374,381
43,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.99530053,B,383,384
44,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.59718543,.,384,385
45,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9836669,K,386,387
46,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.99869365,Ke,389,391
47,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.9988102,R,396,397
48,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.60965353,.,397,398
49,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.98346037,H,399,400
50,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.999326,G,402,403
51,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.95382017,##ru,403,405
52,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9952626,##bbs,405,408
53,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-ORG,0.8465436,J,410,411
54,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.97461593,Am,413,415
55,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.8378544,.,415,416
56,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.9912816,Ch,417,419
57,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.9687846,##em,419,421
58,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.8871917,.,421,422
59,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.9856235,So,423,425
60,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.9467445,##c,425,426
61,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.9982558,L,574,575
62,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.98924327,E,577,578
63,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.5653223,.,578,579
64,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9992724,Rose,580,584
65,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.93158126,##b,584,585
66,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.6527504,##rug,585,588
67,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.9990976,M,591,592
68,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.88454986,.,592,593
69,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.99407417,B,594,595
70,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.61627626,.,595,596
71,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9995888,Herbert,597,604
72,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.99918777,V,606,607
73,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.9011236,.,607,608
74,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9937836,M,609,610
75,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.6563457,.,610,611
76,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9994691,Marx,612,616
77,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.9986461,B,618,619
78,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.75343394,.,619,620
79,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9949414,K,621,622
80,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.5434943,.,622,623
81,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.999012,Ke,624,626
82,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.94769293,##itz,626,629
83,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.99929154,R,631,632
84,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.65203357,.,632,633
85,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.99617034,H,634,635
86,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.99942636,G,637,638
87,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9944336,##ru,638,640
88,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.99827635,##bbs,640,643
89,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-ORG,0.57399416,J,645,646
90,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.55718327,Am,648,650
91,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.64237964,.,650,651
92,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.9709707,Ch,652,654
93,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.9551709,##em,654,656
94,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.51769966,.,656,657
95,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-ORG,0.94298387,So,658,660
96,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-MISC,0.62911785,Cell,721,725
97,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-MISC,0.49303824,##os,804,806
98,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.9993486,J,822,823
99,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.56623036,.,823,824
100,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.99962914,Grand,825,830
101,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9972582,##id,830,832
102,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.99877673,##ier,832,835
103,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.9995067,R,837,838
104,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.87601066,.,838,839
105,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.99606496,A,840,841
106,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.38476825,.,841,842
107,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.99950933,Wei,843,846
108,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9982311,##te,846,848
109,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.992328,##ka,848,850
110,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.82720745,##mp,850,852
111,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.9994875,M,854,855
112,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.9029864,.,855,856
113,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9980147,G,857,858
114,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.3817572,.,858,859
115,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9995999,Dec,860,863
116,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9899749,##eg,863,865
117,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.6546108,##lie,865,868
118,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.9994522,D,870,871
119,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.94285065,.,871,872
120,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9957789,M,873,874
121,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.40399364,.,874,875
122,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9995223,Call,876,880
123,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9984707,##ahan,880,884
124,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.9995641,C,886,887
125,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.6210482,.,887,888
126,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9995401,Bat,889,892
127,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.99864,##tag,892,895
128,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9973869,##lia,895,898
129,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.9994048,C,900,901
130,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,B-PER,0.81516653,.,901,902
131,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.99641526,R,903,904
132,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.7937272,.,904,905
133,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.999566,B,906,907
134,/mnt/c/Users/sdavison/temp/desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,I-PER,0.9965544,##uk,907,909
